Name,Simulations,Turn,TimeTaken
GP_MCTS,500,20,107.43323874473572
GP_MCTS,500,21,104.79746150970459
GP_MCTS,500,22,97.63510417938231
GP_MCTS,500,23,91.83378386497498
GP_MCTS,500,24,89.19376635551453
GP_MCTS,500,25,82.8629825115204
GP_MCTS,500,26,71.76023983955382
GP_MCTS,500,27,68.99264574050903
GP_MCTS,500,28,63.06763768196106
GP_MCTS,500,29,50.22195196151733
GP_MCTS,500,30,46.70764923095703
GP_MCTS,500,31,39.37737250328064
GP_MCTS,500,32,34.023475885391235
GP_MCTS,500,33,26.58686208724976
GP_MCTS,500,34,19.025211572647095
GP_MCTS,500,35,14.086272716522215
GP_MCTS,500,1,29.254807233810425
GP_MCTS,500,2,27.97547721862793
GP_MCTS,500,3,28.77304744720459
GP_MCTS,500,4,27.937645435333252
GP_MCTS,500,5,27.828542709350586
GP_MCTS,500,6,25.20913505554199
GP_MCTS,500,7,24.545082330703732
GP_MCTS,500,8,23.85225009918213
GP_MCTS,500,9,23.161214351654053
GP_MCTS,500,10,22.666879177093506
GP_MCTS,500,11,22.72362899780273
GP_MCTS,500,12,22.30176067352295
GP_MCTS,500,13,20.135842323303226
GP_MCTS,500,14,19.404664754867554
GP_MCTS,500,15,136.10543823242188
GP_MCTS,500,16,133.27141714096072
GP_MCTS,500,17,124.64029550552368
GP_MCTS,500,18,116.69340920448305
GP_MCTS,500,19,111.12530636787416
GP_MCTS,500,20,101.51484918594359
GP_MCTS,500,21,97.16244792938231
GP_MCTS,500,22,93.46059131622314
GP_MCTS,500,23,85.53024458885194
GP_MCTS,500,24,79.03011417388916
GP_MCTS,500,25,72.60489964485168
GP_MCTS,500,26,70.448002576828
GP_MCTS,500,27,65.88789987564087
GP_MCTS,500,28,62.446127653121955
GP_MCTS,500,29,54.72785711288452
GP_MCTS,500,30,48.094740867614746
GP_MCTS,500,31,41.311466932296746
GP_MCTS,500,32,33.97921705245972
GP_MCTS,500,33,26.91024971008301
GP_MCTS,500,34,20.5482394695282
GP_MCTS,500,35,14.903493881225586
GP_MCTS,500,1,29.070137977600087
GP_MCTS,500,2,29.190069675445557
GP_MCTS,500,3,29.21501183509827
GP_MCTS,500,4,27.68366813659668
GP_MCTS,500,5,25.966153383255005
GP_MCTS,500,6,25.67407584190369
GP_MCTS,500,7,25.064684629440308
GP_MCTS,500,8,24.58892917633057
GP_MCTS,500,9,22.441138744354248
GP_MCTS,500,10,21.409324407577515
GP_MCTS,500,11,20.60646152496338
GP_MCTS,500,12,20.82563877105713
GP_MCTS,500,13,19.657789468765266
GP_MCTS,500,14,19.477887392044067
GP_MCTS,500,15,130.02062058448792
GP_MCTS,500,16,127.2036509513855
GP_MCTS,500,17,120.67189574241638
GP_MCTS,500,18,123.40406703948976
GP_MCTS,500,19,114.8065152168274
GP_MCTS,500,20,32.377432823181145
GP_MCTS,500,21,98.52064681053162
GP_MCTS,500,22,96.45363688468932
GP_MCTS,500,23,93.84112429618835
GP_MCTS,500,24,90.31231117248535
GP_MCTS,500,25,79.6061451435089
GP_MCTS,500,26,80.42042756080626
GP_MCTS,500,27,68.7945065498352
GP_MCTS,500,28,62.26257491111755
GP_MCTS,500,29,58.06069874763489
GP_MCTS,500,30,50.80198884010315
GP_MCTS,500,31,42.57735776901245
GP_MCTS,500,32,36.758433103561394
GP_MCTS,500,33,26.4680233001709
GP_MCTS,500,34,21.49106812477112
GP_MCTS,500,35,12.80482792854309
GP_MCTS,500,1,29.58859872817993
GP_MCTS,500,2,29.180792331695557
GP_MCTS,500,3,28.970634937286377
GP_MCTS,500,4,28.85022854804993
GP_MCTS,500,5,28.531492948532104
GP_MCTS,500,6,28.55502557754517
GP_MCTS,500,7,27.820407152175907
GP_MCTS,500,8,27.890766859054565
GP_MCTS,500,9,25.37206745147705
GP_MCTS,500,10,24.316224575042725
GP_MCTS,500,11,22.344725131988525
GP_MCTS,500,12,21.66675567626953
GP_MCTS,500,13,21.1776340007782
GP_MCTS,500,14,21.22964358329773
GP_MCTS,500,15,147.6586582660675
GP_MCTS,500,16,142.2432188987732
GP_MCTS,500,17,139.8515646457672
GP_MCTS,500,18,133.55353260040286
GP_MCTS,500,19,124.99407458305359
GP_MCTS,500,20,117.87542533874512
GP_MCTS,500,21,113.51463556289671
GP_MCTS,500,22,106.02767944335938
GP_MCTS,500,23,96.5890655517578
GP_MCTS,500,24,93.42697763442992
GP_MCTS,500,25,90.05670547485352
GP_MCTS,500,26,85.35804414749146
GP_MCTS,500,27,91.65475487709044
GP_MCTS,500,28,77.23124766349792
GP_MCTS,500,29,70.57796502113342
GP_MCTS,500,30,69.22864747047424
GP_MCTS,500,31,54.54237294197082
GP_MCTS,500,32,41.38615036010742
GP_MCTS,500,33,33.328709840774536
GP_MCTS,500,34,24.778966188430786
GP_MCTS,500,35,14.952387571334839
GP_MCTS,500,1,28.92867398262024
GP_MCTS,500,2,28.960181713104248
GP_MCTS,500,3,28.447516679763797
GP_MCTS,500,4,26.76050162315369
GP_MCTS,500,5,26.79762458801269
GP_MCTS,500,6,26.093738079071045
GP_MCTS,500,7,25.16664147377014
GP_MCTS,500,8,25.5977795124054
GP_MCTS,500,9,24.286644220352173
GP_MCTS,500,10,24.06956958770752
GP_MCTS,500,11,23.08582234382629
GP_MCTS,500,12,24.74154853820801
GP_MCTS,500,13,22.5347957611084
GP_MCTS,500,14,22.00349473953247
GP_MCTS,500,15,146.97251725196838
GP_MCTS,500,16,140.023770570755
GP_MCTS,500,17,136.94154334068298
GP_MCTS,500,18,129.53858757019043
GP_MCTS,500,19,118.42452144622804
GP_MCTS,500,20,115.59797191619872
GP_MCTS,500,21,107.15190744400023
GP_MCTS,500,22,107.88231086730957
GP_MCTS,500,23,95.55524325370787
GP_MCTS,500,24,86.46530032157898
GP_MCTS,500,25,77.65583682060243
GP_MCTS,500,26,71.38658690452577
GP_MCTS,500,27,65.5311896800995
GP_MCTS,500,28,58.509696245193474
GP_MCTS,500,29,58.317542552948
GP_MCTS,500,30,48.177175998687744
GP_MCTS,500,31,45.84292411804199
GP_MCTS,500,32,42.54838156700134
GP_MCTS,500,33,31.41135215759277
GP_MCTS,500,34,22.29515814781189
GP_MCTS,500,35,14.937410354614258
GP_MCTS,500,1,30.330656051635746
GP_MCTS,500,2,29.836697816848755
GP_MCTS,500,3,29.6314218044281
GP_MCTS,500,4,29.79580664634705
GP_MCTS,500,5,29.152586936950684
GP_MCTS,500,6,27.23565649986267
GP_MCTS,500,7,27.42360639572144
GP_MCTS,500,8,26.21846699714661
GP_MCTS,500,9,25.09805035591125
GP_MCTS,500,10,24.382028579711914
GP_MCTS,500,11,24.24261713027954
GP_MCTS,500,12,23.755001068115234
GP_MCTS,500,13,22.77019166946411
GP_MCTS,500,14,21.456170320510864
GP_MCTS,500,15,143.01713991165158
GP_MCTS,500,16,138.98797297477722
GP_MCTS,500,17,130.118723154068
GP_MCTS,500,18,125.98780870437622
GP_MCTS,500,19,120.35886120796205
GP_MCTS,500,20,119.18694257736206
GP_MCTS,500,21,111.7676739692688
GP_MCTS,500,22,108.55598187446594
GP_MCTS,500,23,101.19999718666077
GP_MCTS,500,24,95.16398692131042
GP_MCTS,500,25,86.62479424476624
GP_MCTS,500,26,80.55860161781311
GP_MCTS,500,27,73.69772005081177
GP_MCTS,500,28,67.43567991256714
GP_MCTS,500,29,64.64286947250365
GP_MCTS,500,30,53.77622628211975
GP_MCTS,500,31,44.60519289970398
GP_MCTS,500,32,37.04450583457947
GP_MCTS,500,33,28.66856074333191
GP_MCTS,500,34,21.34066939353943
GP_MCTS,500,35,16.287933826446533
GP_MCTS,500,1,30.27713918685913
GP_MCTS,500,2,29.757933616638184
GP_MCTS,500,3,30.67680072784424
GP_MCTS,500,4,28.91300368309021
GP_MCTS,500,5,28.217878341674805
GP_MCTS,500,6,28.44978380203247
GP_MCTS,500,7,27.318403720855713
GP_MCTS,500,8,26.39471912384033
GP_MCTS,500,9,25.168384552001953
GP_MCTS,500,10,23.655327081680298
GP_MCTS,500,11,23.098223447799683
GP_MCTS,500,12,22.169604778289795
GP_MCTS,500,13,22.008180618286133
GP_MCTS,500,14,21.518452882766727
GP_MCTS,500,15,146.11251044273374
GP_MCTS,500,16,137.7530109882355
GP_MCTS,500,17,128.7835898399353
GP_MCTS,500,18,122.64090847969057
GP_MCTS,500,19,119.48136019706726
GP_MCTS,500,20,112.37223577499391
GP_MCTS,500,21,100.30027627944945
GP_MCTS,500,22,96.66950535774231
GP_MCTS,500,23,93.71104145050049
GP_MCTS,500,24,85.70261359214783
GP_MCTS,500,25,80.35155177116394
GP_MCTS,500,26,74.8342001438141
GP_MCTS,500,27,66.36388111114502
GP_MCTS,500,28,66.6463258266449
GP_MCTS,500,29,54.55014419555664
GP_MCTS,500,30,47.80965757369995
GP_MCTS,500,31,40.869803428649895
GP_MCTS,500,32,32.26505517959595
GP_MCTS,500,33,26.132612228393555
GP_MCTS,500,34,20.1251003742218
GP_MCTS,500,35,13.047470331192017
GP_MCTS,500,1,29.51972365379333
GP_MCTS,500,2,28.820554971694946
GP_MCTS,500,3,28.40647125244141
GP_MCTS,500,4,29.69977378845215
GP_MCTS,500,5,28.440393447875977
GP_MCTS,500,6,27.183090686798096
GP_MCTS,500,7,27.70004153251648
GP_MCTS,500,8,26.016435146331787
GP_MCTS,500,9,24.76981401443481
GP_MCTS,500,10,23.99991774559021
GP_MCTS,500,11,23.249841928482056
GP_MCTS,500,12,23.13251280784607
GP_MCTS,500,13,22.158819675445557
GP_MCTS,500,14,21.01527047157288
GP_MCTS,500,15,144.23775005340573
GP_MCTS,500,16,140.69027161598206
GP_MCTS,500,17,134.18277549743652
GP_MCTS,500,18,129.09042954444885
GP_MCTS,500,19,123.6665985584259
GP_MCTS,500,20,114.17283916473387
GP_MCTS,500,21,106.70773100852966
GP_MCTS,500,22,104.86225271224977
GP_MCTS,500,23,96.52863073349
GP_MCTS,500,24,87.77444863319397
GP_MCTS,500,25,82.14056611061095
GP_MCTS,500,26,72.22373533248901
GP_MCTS,500,27,68.54085159301758
GP_MCTS,500,28,65.61824822425842
GP_MCTS,500,29,56.44278192520142
GP_MCTS,500,30,47.96354556083679
GP_MCTS,500,31,43.48469209671021
GP_MCTS,500,32,38.093021392822266
GP_MCTS,500,33,29.724910497665405
GP_MCTS,500,34,25.365586757659912
GP_MCTS,500,35,17.129754304885864
GP_MCTS,500,1,29.971215963363647
GP_MCTS,500,2,30.035017013549805
GP_MCTS,500,3,30.297494888305664
GP_MCTS,500,4,28.063713550567627
GP_MCTS,500,5,27.849161863327023
GP_MCTS,500,6,28.910159587860107
GP_MCTS,500,7,27.749050378799442
GP_MCTS,500,8,27.12366962432861
GP_MCTS,500,9,26.18391227722168
GP_MCTS,500,10,24.75757622718811
GP_MCTS,500,11,24.292203426361084
GP_MCTS,500,12,23.843515396118164
GP_MCTS,500,13,21.6464958190918
GP_MCTS,500,14,19.918251752853394
GP_MCTS,500,15,140.0484759807587
GP_MCTS,500,16,136.09551382064822
GP_MCTS,500,17,126.52187752723694
GP_MCTS,500,18,118.79403018951416
GP_MCTS,500,19,110.37979078292848
GP_MCTS,500,20,106.02083206176758
GP_MCTS,500,21,100.52099514007568
GP_MCTS,500,22,93.053649187088
GP_MCTS,500,23,87.56018829345703
GP_MCTS,500,24,85.21922254562378
GP_MCTS,500,25,80.32399988174437
GP_MCTS,500,26,73.68259859085083
GP_MCTS,500,27,65.746497631073
GP_MCTS,500,28,61.29684805870056
GP_MCTS,500,29,56.98777461051941
GP_MCTS,500,30,52.64822268486023
GP_MCTS,500,31,48.60989952087402
GP_MCTS,500,32,41.547903776168816
GP_MCTS,500,33,33.096103429794304
GP_MCTS,500,34,23.435489177703857
GP_MCTS,500,35,15.630009651184082
GP_MCTS,500,1,30.31865930557251
GP_MCTS,500,2,27.800976753234863
GP_MCTS,500,3,28.51558828353882
GP_MCTS,500,4,28.937876224517822
GP_MCTS,500,5,27.28270649909973
GP_MCTS,500,6,27.22689437866211
GP_MCTS,500,7,26.25182199478149
GP_MCTS,500,8,25.41399598121643
GP_MCTS,500,9,24.26629066467285
GP_MCTS,500,10,24.37727952003479
GP_MCTS,500,11,24.26868462562561
GP_MCTS,500,12,22.914580821990967
GP_MCTS,500,13,21.30284810066223
GP_MCTS,500,14,20.541272640228268
GP_MCTS,500,15,141.00420475006104
GP_MCTS,500,16,135.50671291351318
GP_MCTS,500,17,130.45914006233215
GP_MCTS,500,18,125.87334775924684
GP_MCTS,500,19,128.63225674629214
GP_MCTS,500,20,123.51505494117737
GP_MCTS,500,21,115.52307081222534
GP_MCTS,500,22,108.4031219482422
GP_MCTS,500,23,100.5012149810791
GP_MCTS,500,24,90.03919315338135
GP_MCTS,500,25,84.85385990142822
GP_MCTS,500,26,76.59244132041931
GP_MCTS,500,27,68.24378108978271
GP_MCTS,500,28,61.84263491630554
GP_MCTS,500,29,56.161494970321655
GP_MCTS,500,30,52.923923015594475
GP_MCTS,500,31,43.239697217941284
GP_MCTS,500,32,39.89136266708374
GP_MCTS,500,33,31.438281774520874
GP_MCTS,500,34,28.47998404502869
GP_MCTS,500,35,16.571663856506348
GP_MCTS,500,1,29.965959072113037
GP_MCTS,500,2,29.548790216445926
GP_MCTS,500,3,30.168755292892453
GP_MCTS,500,4,28.15112662315369
GP_MCTS,500,5,27.999215364456177
GP_MCTS,500,6,26.62919068336487
GP_MCTS,500,7,26.017578601837158
GP_MCTS,500,8,24.91215896606445
GP_MCTS,500,9,23.64831733703613
GP_MCTS,500,10,22.95192527770996
GP_MCTS,500,11,22.365296602249146
GP_MCTS,500,12,21.84782147407532
GP_MCTS,500,13,20.48749542236328
GP_MCTS,500,14,19.528830766677856
GP_MCTS,500,15,127.06655669212341
GP_MCTS,500,16,124.2020137310028
GP_MCTS,500,17,117.62966346740723
GP_MCTS,500,18,111.76569986343384
GP_MCTS,500,19,109.90559720993042
GP_MCTS,500,20,106.61325216293336
GP_MCTS,500,21,103.51180362701416
GP_MCTS,500,22,100.28850483894348
GP_MCTS,500,23,92.4003381729126
GP_MCTS,500,24,88.72941327095032
GP_MCTS,500,25,80.27845811843872
GP_MCTS,500,26,70.52518272399901
GP_MCTS,500,27,66.56242442131042
GP_MCTS,500,28,63.76174020767212
GP_MCTS,500,29,61.4845118522644
GP_MCTS,500,30,50.47075319290161
GP_MCTS,500,31,45.30343794822693
GP_MCTS,500,32,45.74599647521973
GP_MCTS,500,33,33.331959962844856
GP_MCTS,500,34,23.75361180305481
GP_MCTS,500,35,15.152536392211914
GP_MCTS,500,1,29.94984197616577
GP_MCTS,500,2,30.43410348892212
GP_MCTS,500,3,28.9482421875
GP_MCTS,500,4,27.37662935256958
GP_MCTS,500,5,28.0648934841156
GP_MCTS,500,6,26.900431394577023
GP_MCTS,500,7,25.852555751800537
GP_MCTS,500,8,24.67188811302185
GP_MCTS,500,9,24.31888127326965
GP_MCTS,500,10,22.953460216522217
GP_MCTS,500,11,22.249826431274414
GP_MCTS,500,12,22.40950608253479
GP_MCTS,500,13,21.570475578308105
GP_MCTS,500,14,21.15226459503174
GP_MCTS,500,15,143.3171670436859
GP_MCTS,500,16,135.93783140182495
GP_MCTS,500,17,133.00316119194028
GP_MCTS,500,18,127.24111986160278
GP_MCTS,500,19,120.6881799697876
GP_MCTS,500,20,116.96688103675842
GP_MCTS,500,21,111.19814109802246
GP_MCTS,500,22,101.30689215660095
GP_MCTS,500,23,100.15190243721008
GP_MCTS,500,24,99.7725715637207
GP_MCTS,500,25,86.08160877227783
GP_MCTS,500,26,79.54426670074463
GP_MCTS,500,27,71.59608650207521
GP_MCTS,500,28,65.44927310943604
GP_MCTS,500,29,60.37898826599121
GP_MCTS,500,30,53.22109079360962
GP_MCTS,500,31,46.83186101913452
GP_MCTS,500,32,40.116684436798096
GP_MCTS,500,33,33.40304684638977
GP_MCTS,500,34,27.78396701812744
GP_MCTS,500,35,16.513022422790527
GP_MCTS,500,1,30.63132095336914
GP_MCTS,500,2,29.876068353652954
GP_MCTS,500,3,28.89960217475891
GP_MCTS,500,4,29.072486400604248
GP_MCTS,500,5,28.092116832733154
GP_MCTS,500,6,26.81199741363525
GP_MCTS,500,7,26.507383346557607
GP_MCTS,500,8,24.96654891967773
GP_MCTS,500,9,24.17929267883301
GP_MCTS,500,10,23.115870475769054
GP_MCTS,500,11,22.78539276123047
GP_MCTS,500,12,21.22264432907105
GP_MCTS,500,13,19.735732793807983
GP_MCTS,500,14,19.63019561767578
GP_MCTS,500,15,132.02731418609622
GP_MCTS,500,16,127.56161046028136
GP_MCTS,500,17,124.00044560432434
GP_MCTS,500,18,117.77157139778136
GP_MCTS,500,19,111.39122581481934
GP_MCTS,500,20,111.40541005134584
GP_MCTS,500,21,104.58298802375792
GP_MCTS,500,22,94.01783752441406
GP_MCTS,500,23,86.68620944023131
GP_MCTS,500,24,80.94147205352783
GP_MCTS,500,25,77.64155340194701
GP_MCTS,500,26,69.74728941917421
GP_MCTS,500,27,64.64006090164186
GP_MCTS,500,28,64.66370463371278
GP_MCTS,500,29,53.13898015022278
GP_MCTS,500,30,43.97110199928286
GP_MCTS,500,31,38.07001852989197
GP_MCTS,500,32,32.752294063568115
GP_MCTS,500,33,23.997106075286865
GP_MCTS,500,34,19.473033428192142
GP_MCTS,500,35,12.90624737739563
GP_MCTS,500,1,30.356915950775146
GP_MCTS,500,2,29.305006265640262
GP_MCTS,500,3,28.374765634536747
GP_MCTS,500,4,27.371854066848755
GP_MCTS,500,5,26.55117774009705
GP_MCTS,500,6,25.8744695186615
GP_MCTS,500,7,25.5322208404541
GP_MCTS,500,8,23.504738330841064
GP_MCTS,500,9,22.96793627738953
GP_MCTS,500,10,22.443662405014038
GP_MCTS,500,11,22.56481909751892
GP_MCTS,500,12,21.767481088638306
GP_MCTS,500,13,20.562862873077396
GP_MCTS,500,14,19.919103860855106
GP_MCTS,500,15,138.51778173446658
GP_MCTS,500,16,143.1008634567261
GP_MCTS,500,17,131.2327024936676
GP_MCTS,500,18,123.96531081199646
GP_MCTS,500,19,120.50608372688292
GP_MCTS,500,20,112.30284452438354
GP_MCTS,500,21,107.18333339691162
GP_MCTS,500,22,99.9800775051117
GP_MCTS,500,23,95.60766673088074
GP_MCTS,500,24,89.050297498703
GP_MCTS,500,25,81.97006225585938
GP_MCTS,500,26,80.13187241554259
GP_MCTS,500,27,79.24206686019896
GP_MCTS,500,28,69.00618958473207
GP_MCTS,500,29,64.15892601013185
GP_MCTS,500,30,50.294557094573975
GP_MCTS,500,31,43.90300536155701
GP_MCTS,500,32,37.31567215919495
GP_MCTS,500,33,37.84746718406677
GP_MCTS,500,34,20.950291872024536
GP_MCTS,500,35,14.112932920455933
GP_MCTS,500,1,30.171068906784054
GP_MCTS,500,2,29.721004724502567
GP_MCTS,500,3,28.587157726287842
GP_MCTS,500,4,28.49122190475464
GP_MCTS,500,5,27.341447591781613
GP_MCTS,500,6,26.240345239639282
GP_MCTS,500,7,25.88167524337769
GP_MCTS,500,8,24.258177518844604
GP_MCTS,500,9,24.38880133628845
GP_MCTS,500,10,24.579764366149906
GP_MCTS,500,11,23.14469313621521
GP_MCTS,500,12,21.439356088638306
GP_MCTS,500,13,20.666951179504395
GP_MCTS,500,14,20.219786643981934
GP_MCTS,500,15,137.82771921157834
GP_MCTS,500,16,132.5285630226135
GP_MCTS,500,17,126.61086702346802
GP_MCTS,500,18,119.20889115333557
GP_MCTS,500,19,110.33444690704346
GP_MCTS,500,20,107.96348524093628
GP_MCTS,500,21,105.78808069229126
GP_MCTS,500,22,95.76183581352234
GP_MCTS,500,23,90.67073702812195
GP_MCTS,500,24,31.14288330078125
GP_MCTS,500,25,78.30016493797301
GP_MCTS,500,26,70.20993638038635
GP_MCTS,500,27,66.21869015693665
GP_MCTS,500,28,65.62261390686035
GP_MCTS,500,29,63.17691707611084
GP_MCTS,500,30,53.37635231018066
GP_MCTS,500,31,48.77222752571106
GP_MCTS,500,32,42.67422604560853
GP_MCTS,500,33,39.42818832397461
GP_MCTS,500,34,21.98065447807312
GP_MCTS,500,35,12.388689994812012
GP_MCTS,500,1,30.383854389190674
GP_MCTS,500,2,31.05211329460144
GP_MCTS,500,3,28.02100133895874
GP_MCTS,500,4,27.87365436553955
GP_MCTS,500,5,28.464152812957764
GP_MCTS,500,6,26.970069885253906
GP_MCTS,500,7,27.19499754905701
GP_MCTS,500,8,26.093977212905887
GP_MCTS,500,9,25.159533262252808
GP_MCTS,500,10,24.88169932365417
GP_MCTS,500,11,24.35559844970703
GP_MCTS,500,12,23.360841035842896
GP_MCTS,500,13,22.81506323814392
GP_MCTS,500,14,21.6968777179718
GP_MCTS,500,15,148.1699409484863
GP_MCTS,500,16,139.31011509895322
GP_MCTS,500,17,132.39833188056946
GP_MCTS,500,18,130.66198921203613
GP_MCTS,500,19,130.02090549468994
GP_MCTS,500,20,122.57413148880005
GP_MCTS,500,21,116.50530052185059
GP_MCTS,500,22,106.60829782485962
GP_MCTS,500,23,98.66087508201599
GP_MCTS,500,24,95.52068042755128
GP_MCTS,500,25,88.79336190223694
GP_MCTS,500,26,75.93086266517639
GP_MCTS,500,27,67.93359732627869
GP_MCTS,500,28,62.5642991065979
GP_MCTS,500,29,59.00682258605957
GP_MCTS,500,30,51.67217135429382
GP_MCTS,500,31,46.898478031158454
GP_MCTS,500,32,41.653864622116096
GP_MCTS,500,33,33.42839193344116
GP_MCTS,500,34,27.667457818984985
GP_MCTS,500,35,17.1078782081604
GP_MCTS,500,1,30.20520281791687
GP_MCTS,500,2,30.43943500518799
GP_MCTS,500,3,30.256251573562626
GP_MCTS,500,4,29.30681824684143
GP_MCTS,500,5,27.756192684173584
GP_MCTS,500,6,27.12738609313965
GP_MCTS,500,7,25.84671449661255
GP_MCTS,500,8,26.16329789161682
GP_MCTS,500,9,25.56711316108704
GP_MCTS,500,10,25.499401807785034
GP_MCTS,500,11,23.93670535087585
GP_MCTS,500,12,23.421178579330444
GP_MCTS,500,13,21.92090368270874
GP_MCTS,500,14,21.843926906585693
GP_MCTS,500,15,143.04593229293826
GP_MCTS,500,16,133.83655166625977
GP_MCTS,500,17,131.95425868034366
GP_MCTS,500,18,126.66162061691284
GP_MCTS,500,19,118.82052111625671
GP_MCTS,500,20,109.73524141311646
GP_MCTS,500,21,108.1968002319336
GP_MCTS,500,22,101.48488020896912
GP_MCTS,500,23,91.61588668823242
GP_MCTS,500,24,82.24178695678711
GP_MCTS,500,25,74.6342794895172
GP_MCTS,500,26,71.6243622303009
GP_MCTS,500,27,59.19638419151306
GP_MCTS,500,28,55.51214408874512
GP_MCTS,500,29,53.564093589782715
GP_MCTS,500,30,41.979934453964226
GP_MCTS,500,31,37.78693747520447
GP_MCTS,500,32,34.61219549179077
GP_MCTS,500,33,31.22343349456787
GP_MCTS,500,34,22.72806191444397
GP_MCTS,500,35,14.282851934432983
GP_MCTS,500,1,30.18645262718201
GP_MCTS,500,2,30.441155672073364
GP_MCTS,500,3,29.22679877281189
GP_MCTS,500,4,29.068850994110107
GP_MCTS,500,5,28.546560287475586
GP_MCTS,500,6,27.98841071128845
GP_MCTS,500,7,26.46156620979309
GP_MCTS,500,8,25.477713584899906
GP_MCTS,500,9,24.70351505279541
GP_MCTS,500,10,23.97891664505005
GP_MCTS,500,11,22.54957103729248
GP_MCTS,500,12,21.659372568130493
GP_MCTS,500,13,21.97766900062561
GP_MCTS,500,14,21.636155128479004
GP_MCTS,500,15,151.17167854309082
GP_MCTS,500,16,143.61529755592346
GP_MCTS,500,17,138.52789115905762
GP_MCTS,500,18,128.94267225265506
GP_MCTS,500,19,126.21415066719057
GP_MCTS,500,20,117.0725839138031
GP_MCTS,500,21,113.54033279418944
GP_MCTS,500,22,110.67064094543457
GP_MCTS,500,23,106.00133681297302
GP_MCTS,500,24,96.34037590026855
GP_MCTS,500,25,90.84125232696532
GP_MCTS,500,26,77.17701768875122
GP_MCTS,500,27,74.5479669570923
GP_MCTS,500,28,66.33433556556703
GP_MCTS,500,29,57.80535411834717
GP_MCTS,500,30,52.11739420890808
GP_MCTS,500,31,46.997236490249634
GP_MCTS,500,32,39.955779075622566
GP_MCTS,500,33,34.545798778533936
GP_MCTS,500,34,24.510799169540405
GP_MCTS,500,35,18.072495222091675
GP_MCTS,500,1,30.10528326034546
GP_MCTS,500,2,29.402637243270874
GP_MCTS,500,3,28.975180864334106
GP_MCTS,500,4,29.271435260772705
GP_MCTS,500,5,27.28833556175232
GP_MCTS,500,6,26.51360011100769
GP_MCTS,500,7,26.01491451263428
GP_MCTS,500,8,24.42205142974853
GP_MCTS,500,9,23.896521806716922
GP_MCTS,500,10,22.90787672996521
GP_MCTS,500,11,22.400511503219604
GP_MCTS,500,12,21.33457398414612
GP_MCTS,500,13,20.232123613357547
GP_MCTS,500,14,20.045693159103394
GP_MCTS,500,15,139.7044038772583
GP_MCTS,500,16,133.2644872665405
GP_MCTS,500,17,127.05603051185608
GP_MCTS,500,18,121.33201670646669
GP_MCTS,500,19,117.83311462402344
GP_MCTS,500,20,112.03619265556335
GP_MCTS,500,21,109.11172246932985
GP_MCTS,500,22,102.1391248703003
GP_MCTS,500,23,98.69687938690186
GP_MCTS,500,24,92.11342263221741
GP_MCTS,500,25,88.38607883453369
GP_MCTS,500,26,83.29173040390016
GP_MCTS,500,27,76.63005900382996
GP_MCTS,500,28,67.55054187774658
GP_MCTS,500,29,60.88943076133728
GP_MCTS,500,30,53.42635178565979
GP_MCTS,500,31,50.93626308441162
GP_MCTS,500,32,44.08243894577026
GP_MCTS,500,33,36.40667152404785
